tema,pregunta,respuesta,dificultad
"Ley 39/2015","Qué contenido mínimo debe incluir una notificación?","Texto integro, indicación de si pone fin a vía administrativa, recursos, órgano y plazo para recurrir.","alta"
"Ley 39/2015","Cuándo procede notificación por anuncio en el BOE?","Cuando los interesados sean desconocidos, se ignore el lugar de notificación o intentada la notificación no se haya podido practicar.","media"
"Ley 39/2015","El rechazo de una notificación obliga a publicar en el BOE?","No. Si se rechaza, se hace constar, se tiene por efectuado el trámite y continua el procedimiento.","alta"
"Ley 39/2015","Cuándo se entiende rechazada una notificación electrónica elegida por el interesado?","Cuando transcurren 10 días naturales desde la puesta a disposición sin acceder a su contenido.","alta"
"Ley 39/2015","Cuáles son las cuatro fases clasicas del procedimiento administrativo?","Iniciación, ordenación, instrucción y finalización.","baja"
"Ley 39/2015","Cómo pueden iniciarse los procedimientos administrativos?","De oficio o a solicitud del interesado.","baja"
"Ley 39/2015","Cómo se inicia de oficio un procedimiento?","Por acuerdo del órgano competente, por iniciativa propia o como consecuencia de orden superior, petición razonada o denuncia.","media"
"Ley 39/2015","Una denuncia inicia el procedimiento a instancia de parte?","No. La denuncia puede justificar una iniciación de oficio.","alta"
"Ley 39/2015","La denuncia convierte siempre al denunciante en interesado?","No. Solo sera interesado si tiene derechos o intereses legitimos afectados.","media"
"Ley 39/2015","Qué debe contener una solicitud de iniciación?","Identificación, medio de notificación, hechos y petición, lugar y fecha, firma y órgano destinatario.","alta"
"Ley 39/2015","Qué plazo general hay para subsanar una solicitud defectuosa?","10 días, con advertencia de desistimiento si no se subsana.","media"
"Ley 39/2015","Qué principio rige la ordenación del procedimiento según el artículo 71?","Celeridad e impulso de oficio en todos sus trámites.","baja"
"Ley 39/2015","El procedimiento se impulsa solo en fase de instrucción?","No. Se impulsa de oficio en todos sus trámites.","baja"
"Ley 39/2015","Qué plazo general tienen los interesados para cumplimentar trámites?","10 días desde el siguiente al de la notificación del acto, salvo que la norma fije otro plazo.","media"
"Ley 39/2015","Qué ocurre si el interesado no cumple un trámite en plazo?","Puede declararse decaido en su derecho al trámite, salvo actuación admitida antes o dentro del día de notificación de la resolución correspondiente.","alta"
"Ley 39/2015","Las cuestiones incidentales suspenden el procedimiento?","No, salvo la recusación.","media"
"Ley 39/2015","Cuándo pueden alegarse defectos de tramitación?","En cualquier momento del procedimiento.","media"
"Ley 39/2015","Cuándo pueden presentarse alegaciones ordinarias y documentos del artículo 76?","En cualquier momento anterior al trámite de audiencia.","media"
"Ley 39/2015","Diferencia clave entre alegaciones ordinarias y defectos de tramitación?","Alegaciones ordinarias: antes de audiencia. Defectos de tramitación: en cualquier momento.","alta"
"Ley 39/2015","Para que sirve la instrucción del procedimiento?","Para determinar, conocer y comprobar los hechos en virtud de los cuales debe pronunciarse la resolución.","media"
"Ley 39/2015","Qué plazo tiene el periodo de prueba?","No superior a 30 días ni inferior a 10 días.","media"
"Ley 39/2015","Cómo son los informes salvo disposición expresa?","Facultativos y no vinculantes.","media"
"Ley 39/2015","Plazo general para emitir informes?","10 días, salvo que una disposición o el cumplimiento del resto de plazos permita o exija otro plazo.","media"
"Ley 39/2015","Qué puede hacerse si otra Administración no emite en plazo un informe sobre sus competencias?","Se pueden proseguir las actuaciones.","alta"
"Ley 39/2015","Cuándo se realiza el trámite de audiencia?","Antes de redactar la propuesta de resolución.","media"
"Ley 39/2015","Qué plazo tiene el trámite de audiencia?","No inferior a 10 días ni superior a 15 días.","media"
"Ley 39/2015","Qué plazo mínimo tiene la información pública?","No inferior a 20 días.","media"
"Ley 39/2015","Formas de finalización del procedimiento administrativo?","Resolución, desistimiento, renuncia, caducidad, imposibilidad material sobrevenida y terminación convencional.","alta"
"Ley 39/2015","Qué debe decidir la resolución?","Todas las cuestiones planteadas por los interesados y las derivadas del procedimiento.","media"
"Ley 39/2015","Puede la resolución agravar la situación inicial del interesado en procedimientos a solicitud?","No, sin perjuicio de que la Administración pueda iniciar otro procedimiento si procede.","alta"
"Ley 39/2015","Qué es el desistimiento?","El interesado abandona su solicitud o pretensión procedimental.","media"
"Ley 39/2015","Qué es la renuncia?","El interesado abandona el derecho cuando la renuncia no este prohibida por el ordenamiento.","media"
"Ley 39/2015","Cuándo puede producirse caducidad en procedimientos iniciados a solicitud?","Cuando se paralicen por causa imputable al interesado tras advertencia y transcurso del plazo legal.","alta"
"Ley 39/2015","Qué artículo regula la conservación de actos y trámites?","El artículo 51 de la Ley 39/2015.","media"
"Ley 39/2015","Qué permite la conservación de actos y trámites?","Mantener los actos cuyo contenido se habria mantenido igual de no haberse cometido la infracción.","alta"
"Ley 39/2015","Causa de nulidad por incompetencia manifiesta?","Acto dictado por órgano manifiestamente incompetente por razon de materia o territorio.","alta"
"Ley 39/2015","Plazo para interponer recurso potestativo de reposición contra acto expreso?","1 mes.","media"
"Ley 39/2015","Plazo para interponer reposición contra acto presunto?","En cualquier momento desde el día siguiente a aquel en que se produzca el acto presunto.","alta"
"Ley 39/2015","Ante quien se interpone el recurso potestativo de reposición?","Ante el mismo órgano que dicto el acto.","media"
"Ley 39/2015","Plazo máximo para resolver y notificar el recurso de reposición?","1 mes.","media"
"Ley 39/2015","Cuándo se entiende desestimado el recurso extraordinario de revisión?","Cuando transcurren mas de 3 meses sin resolución.","media"
"Ley 39/2015","La encomienda de gestion altera la titularidad de la competencia?","No. No altera la titularidad de la competencia ni de los elementos sustantivos de su ejercicio.","alta"
"Ley 39/2015","La delegación de firma altera la titularidad de la competencia?","No. No altera la titularidad de la competencia.","media"
"Ley 39/2015","La suplencia altera la titularidad de la competencia?","No. La suplencia no implica alteración de la titularidad de la competencia.","media"
