tema,pregunta,respuesta,dificultad
"Windows 10","Que caracteres estan prohibidos en un nombre de archivo o carpeta en Windows?","Los caracteres barra invertida, barra, dos puntos, asterisco, interrogacion, comillas, menor que, mayor que y barra vertical.","alta"
"Windows 10","Que ocurre si se intenta abrir un archivo sin aplicacion asociada?","Windows muestra el cuadro Como quieres abrir este archivo?","media"
"Windows 10","Que significa compartir una carpeta en Windows?","Hacer que su contenido sea accesible a otros usuarios de la red, segun permisos.","baja"
"Windows 10","Es lo mismo compartir una carpeta que comprimirla?","No. Compartir facilita el acceso en red; comprimir reduce el tamano o agrupa archivos.","media"
"Windows 10","Que pestana del cuadro Propiedades muestra los permisos NTFS de un archivo?","La pestana Seguridad.","media"
"Windows 10","Que pestana del cuadro Propiedades muestra metadatos como autor o titulo?","La pestana Detalles.","media"
"Windows 10","El atributo Oculto cifra el contenido de un archivo?","No. Solo lo oculta de la vista si el Explorador no muestra elementos ocultos.","media"
"Windows 10","Todo elemento eliminado pasa siempre por la Papelera?","No. Unidades de red, dispositivos extraibles o la eliminacion con Mayus + Supr pueden no quedar recuperables desde ella.","alta"
"Windows 10","Como se crea una carpeta comprimida .zip desde el Explorador?","Clic derecho sobre el elemento, Enviar a, Carpeta comprimida (en zip).","media"
"Windows 10","Comprimir un archivo con las opciones basicas de Windows lo protege con contrasena?","No. Comprimir no equivale a cifrar el contenido.","alta"
"Windows 10","Que son las bibliotecas de Windows?","Vistas virtuales que agrupan carpetas de distintas ubicaciones, sin ser necesariamente una carpeta fisica unica.","media"
"Windows 10","Es lo mismo una biblioteca que Acceso rapido?","No. La biblioteca agrupa contenidos de varias ubicaciones; Acceso rapido muestra ubicaciones frecuentes o ancladas.","alta"
"Windows 10","Por que se recomienda quitar de forma segura una memoria USB antes de desconectarla?","Para evitar perdida de datos, sobre todo si hay escritura pendiente.","baja"
"Windows 10","Que indica el numero entre parentesis al agrupar archivos en el Explorador?","El numero de archivos que contiene ese grupo.","media"
"Windows 10","Que diferencia hay entre ordenar y agrupar archivos?","Ordenar cambia el orden de presentacion; agrupar separa los elementos en categorias o bloques.","media"
"Windows 10","Que comodin de busqueda sustituye cualquier cadena de caracteres?","El asterisco.","baja"
"Windows 10","Que comodin de busqueda sustituye un unico caracter?","El signo de interrogacion.","baja"
"Windows 10","Que patron de busqueda localiza todos los archivos PDF de una carpeta?","*.pdf","baja"
"Windows 10","Para que sirve la indexacion en las busquedas de Windows?","Para acelerar y mejorar las busquedas en las ubicaciones incluidas en el indice.","media"
"Windows 10","Tiene el mismo alcance buscar desde Este equipo que buscar dentro de una carpeta concreta?","No. Buscar desde Este equipo abarca mas ubicaciones que buscar dentro de una carpeta abierta.","alta"
"Windows 10","Que aplicacion basica de Windows 10 edita texto sin formato?","El Bloc de notas.","baja"
"Windows 10","Que aplicacion basica de Windows 10 permite editar texto enriquecido de forma sencilla?","WordPad.","baja"
"Windows 10","Que accesorio de Windows 10 permite capturar partes de la pantalla?","Recortes o Recorte y anotacion.","baja"
"Windows 10","Son Word y Excel accesorios de Windows 10?","No. En la convocatoria 2026 son aplicaciones de Microsoft 365 version escritorio, no utilidades propias de Windows.","media"
"Windows 10","Que herramienta muestra en tiempo real los procesos activos y el rendimiento del equipo?","El Administrador de tareas.","baja"
"Windows 10","Que pestana del Administrador de tareas gestiona las aplicaciones que se inician con Windows?","La pestana Inicio.","media"
"Windows 10","Que comando abre el Administrador de discos?","diskmgmt.msc","media"
"Windows 10","Que comando abre el Administrador de dispositivos?","devmgmt.msc","media"
"Windows 10","Que comando abre la consola de Servicios?","services.msc","media"
"Windows 10","Que comando abre el Programador de tareas?","taskschd.msc","media"
"Windows 10","Que herramienta permite consultar registros y errores del sistema?","El Visor de eventos.","media"
"Windows 10","Que herramienta ayuda a liberar espacio en disco de forma asistida?","El Liberador de espacio o el Sensor de almacenamiento.","baja"
"Windows 10","Que combinacion de teclas abre la app Configuracion de Windows 10?","Windows + I.","media"
"Windows 10","Que diferencia hay entre Configuracion y Panel de control?","Configuracion es el diseno moderno de ajustes; Panel de control es la interfaz clasica que aun da acceso a algunas herramientas.","media"
"Windows 10","Que sistema de archivos limita el tamano de un archivo individual a 4 GB?","FAT32.","alta"
"Windows 10","Que sistema de archivos permite establecer permisos de seguridad sobre archivos y carpetas?","NTFS.","media"
"Windows 10","Que sistema de archivos suele usarse en memorias USB o tarjetas grandes por no tener el limite de FAT32?","exFAT.","alta"
